a9a338de-6ddd-11ea-9ba4-ccda262736ce	How many elements, in total, are joined together to form magnesium chloride?	start physical_unit 2 2 number none qc_end substance 10 11 qc_end end
abefb877-6ddd-11ea-94cd-ccda262736ce	A solution has a [OH-] of 1 × 10^(-2) mol/L. What is the pOH of this solution?	start physical_unit 15 16 poh none qc_end physical_unit 15 16 6 9 [oh-] qc_end end
abfb2aef-6ddd-11ea-b1a4-ccda262736ce	A balloon has a volume of 2.9 L at 320 Kelvin. If the temperature is raised to 343 Kelvin, what will its volume be?	start physical_unit 1 1 volume l qc_end physical_unit 1 1 6 7 volume qc_end physical_unit 1 1 9 10 temperature qc_end physical_unit 1 1 17 18 temperature qc_end end
ac4a2f5d-6ddd-11ea-b083-ccda262736ce	What is ammonium dichromate?	start chemical_formula qc_end substance 2 3 qc_end end
ac330199-6ddd-11ea-8401-ccda262736ce	How would you balance: Al + Fe2O3 -> Al2O3 + Fe?	start chemical_equation qc_end chemical_equation 4 10 qc_end end
ac2771f6-6ddd-11ea-83bb-ccda262736ce	What is the pOH of a 7.9 × 10^(-4) M OH- solution?	start physical_unit 10 11 poh none qc_end physical_unit 10 11 6 9 molarity qc_end end
ab5ce562-6ddd-11ea-ac1a-ccda262736ce	2 C8H18(l) + 25 O2(g) -> 16 CO2(g) + 18 H2O(g). If you burned one gallon of gas (C8H18) (approximately 4000 grams), how many liters of carbon dioxide would be produced at a temperature of 21.0 °C and a pressure of 1.00 atm?	start physical_unit 26 27 volume l qc_end chemical_equation 0 10 qc_end physical_unit 1 1 14 15 volume qc_end physical_unit 1 1 20 21 mass qc_end physical_unit 26 27 35 36 temperature qc_end physical_unit 26 27 41 42 pressure qc_end end
ab64a23a-6ddd-11ea-89ae-ccda262736ce	The pressure in a container is 8 atm at a temperature of 75 °C. If the temperature is changed to 25 °C what would be the new pressure?	start physical_unit 4 4 pressure atm qc_end physical_unit 4 4 6 7 pressure qc_end physical_unit 4 4 12 13 temperature qc_end physical_unit 4 4 20 21 temperature qc_end end
a908d4b9-6ddd-11ea-b383-ccda262736ce	How many grams of NaCl are present in 14.65 moles?	start physical_unit 4 4 mass g qc_end physical_unit 4 4 8 9 mole qc_end end
aa3a56c8-6ddd-11ea-b987-ccda262736ce	What is the concentration if 0.350 mols of vitamin C is dissolved in water to give a final solution volume of 100.00 mLs?	start physical_unit 8 9 concentration mol/l qc_end physical_unit 8 9 5 6 mole qc_end physical_unit 18 18 21 22 volume qc_end substance 13 13 qc_end end
a8722d38-6ddd-11ea-8d00-ccda262736ce	A patient with respiratory alkalosis has a blood plasma pH of 7.58. What is the [H3O+] of the blood plasma?	start physical_unit 17 19 [h3o+] mol/l qc_end physical_unit 7 8 11 11 ph qc_end end
a901a97e-6ddd-11ea-a41b-ccda262736ce	How do you convert 5.3 × 10^25 molecules of CO2 to moles?	start physical_unit 9 9 mole mol qc_end end
aa7a1a95-6ddd-11ea-989e-ccda262736ce	A chemical reaction between acetic acid and calcium carbonate produces 0.76 mol of CO2 at STP. How many liters of gas were produced?	start physical_unit 20 20 volume l qc_end physical_unit 13 13 10 11 mole qc_end c_other STP qc_end substance 4 5 qc_end substance 7 8 qc_end end
abfdbf7c-6ddd-11ea-8094-ccda262736ce	Specific heat of ice in J/(kg * K)?	start physical_unit 3 3 specific_heat j/(kg_·_k) qc_end substance 3 3 qc_end end
abe6a0a3-6ddd-11ea-8c61-ccda262736ce	How many mL of a 2.00 M NaBr solution are needed to make 200.0 mL of 0.500 M NaBr?	start physical_unit 7 8 volume ml qc_end physical_unit 7 8 5 6 molarity qc_end physical_unit 7 8 13 14 volume qc_end physical_unit 7 8 16 17 molarity qc_end end
abe1cf54-6ddd-11ea-819c-ccda262736ce	How do we represent the complete combustion of octane?	start chemical_equation qc_end substance 8 8 qc_end end
ab1f8cee-6ddd-11ea-8f13-ccda262736ce	How many grams of water are produced when propane (C3H8) burns with 12.0 L of oxygen at STP?	start physical_unit 4 4 mass g qc_end physical_unit 15 15 12 13 volume qc_end chemical_equation 9 9 qc_end c_other STP qc_end end
ab2b0ed2-6ddd-11ea-8c3e-ccda262736ce	How many moles of solute particles are present in 1 mL (exact) of aqueous 0.0060 M Ba(OH)2?	start physical_unit 4 5 mole mol qc_end end
a875f798-6ddd-11ea-b98e-ccda262736ce	For the following reaction, what is the maximum mass of HCl that can be obtained by the reaction 37.5 g BCl3 and 60.0 g of H2O? BCl3(g) + 3 H2O(l) -> H3BO3(s) + 3 HCl(g)	start physical_unit 10 10 mass g qc_end physical_unit 20 20 18 19 mass qc_end physical_unit 25 25 22 23 mass qc_end chemical_equation 26 34 qc_end end
aa38a95c-6ddd-11ea-8e1b-ccda262736ce	A 10 g sample of a compound contains 4.00 g C, 0.667 g H, and 5.33 g O. What is the molecular formula? The molecular mass is 180.156 g/mol.	start chemical_formula qc_end physical_unit 10 10 8 9 mass qc_end physical_unit 13 13 11 12 mass qc_end physical_unit 17 17 15 16 mass qc_end physical_unit 6 6 1 2 mass qc_end physical_unit 6 6 27 28 molecular_weight qc_end end
aa71b8bb-6ddd-11ea-81e1-ccda262736ce	In terms of the oxygen atom, how many oxygen atoms are associated with a 49.0 g mass of sulfuric acid ?	start physical_unit 8 9 number none qc_end physical_unit 18 19 14 15 mass qc_end end
a859dfa8-6ddd-11ea-8dc0-ccda262736ce	Elemental analysis of a compound showed that it consisted of 81.82% carbon and 18.18% hydrogen by mass, how many hydrogen atoms appear in the empirical formula of the compound?	start physical_unit 19 20 number none qc_end end
a965b9e8-6ddd-11ea-9610-ccda262736ce	What formula represents lead(ll) chromate?	start chemical_formula qc_end substance 3 4 qc_end end
a86ec8a4-6ddd-11ea-85be-ccda262736ce	If you need to prepare 1.5 L of a 1.5 M solution of nitric acid, how many milliliters of 9.0 M nitric acid will you have to dilute to 1.5 L?	start physical_unit 13 14 volume ml qc_end physical_unit 11 11 5 6 volume qc_end physical_unit 13 14 9 10 molarity qc_end physical_unit 13 14 19 20 molarity qc_end end
a8e9c2fb-6ddd-11ea-b11d-ccda262736ce	What is the steric number for the O atom in water?	start physical_unit 7 8 steric_number none qc_end substance 10 10 qc_end end
ac9550fc-6ddd-11ea-ac05-ccda262736ce	How many eggs are in one mole of eggs?	start physical_unit 2 2 number none qc_end physical_unit 2 2 5 6 mole qc_end end
a8bccf6a-6ddd-11ea-814f-ccda262736ce	If an aqueous solution starts at 36 g/L and 4.98 bar, what is the new concentration in g/L needed to accomplish an osmotic pressure of 1.52 bar?	start physical_unit 2 3 concentration g/l qc_end physical_unit 2 3 6 7 concentration qc_end physical_unit 2 3 9 10 osmotic_pressure qc_end physical_unit 2 3 25 26 osmotic_pressure qc_end end
aaafbbbc-6ddd-11ea-bf51-ccda262736ce	How do you balance the following equation: Ca + O2 -> CaO?	start chemical_equation qc_end chemical_equation 7 11 qc_end end
aafa7600-6ddd-11ea-946c-ccda262736ce	Consider 1.60 g of naphthalene (C10H8) is dissolved in 20.0 g of benzene. The freezing point of benzene is 5.5 °C, and the freezing point of the mixture is 2.8 °C. What is the molal freezing point constant for benzene?	start physical_unit 12 12 freezing_point_temperature °c/(kg_·_mol) qc_end physical_unit 5 5 1 2 mass qc_end physical_unit 12 12 9 10 mass qc_end physical_unit 12 12 19 20 freezing_point_temperature qc_end physical_unit 26 27 29 30 freezing_point_temperature qc_end end
aa9fcbc7-6ddd-11ea-b90b-ccda262736ce	How many moles of Fe2O3 are in 171 g of the compound?	start physical_unit 4 4 mole mol qc_end physical_unit 10 11 7 8 mass qc_end end
a9eca5ca-6ddd-11ea-89ab-ccda262736ce	What is the chemical formula for ammonium tetraborate?	start chemical_formula qc_end substance 6 7 qc_end end
aad3d8ba-6ddd-11ea-903b-ccda262736ce	You have a drug that has a concentration of 0.50 g/cm^3. What volume of solution is delivered for a 2 g dose?	start physical_unit 14 14 volume cm^3 qc_end end
ad1663af-6ddd-11ea-8381-ccda262736ce	How many chromium atoms in a 5.67 g mass of chromium metal?	start physical_unit 2 3 number none qc_end physical_unit 10 11 6 7 mass qc_end end
a8de7926-6ddd-11ea-a91b-ccda262736ce	A sample of an unknown metal has a mass of 120.7 g. As the sample cools from 90.5 °C to 25.7 °C, it releases 7020 J of energy. What is the specific heat of the sample?	start physical_unit 13 14 specific_heat j/(°c_·_g) qc_end physical_unit 1 5 10 11 mass qc_end physical_unit 13 14 17 18 temperature qc_end physical_unit 13 14 20 21 temperature qc_end physical_unit 13 14 24 25 heat_energy qc_end end
ab1b46d9-6ddd-11ea-b036-ccda262736ce	What would be the compound formula of Strontium Bromide?	start chemical_formula qc_end substance 7 8 qc_end end
ab0153f1-6ddd-11ea-9667-ccda262736ce	Water can be formed from the stoichiometric reaction of hydrogen with oxygen: 2 H2(g) + O2(g) -> 2 H2O(g). A complete reaction of 5.0 g of O2 with excess hydrogen produces how many grams of H2O?	start physical_unit 18 18 mass g qc_end chemical_equation 12 18 qc_end physical_unit 15 15 23 24 mass qc_end c_other OTHER qc_end c_other OTHER qc_end end
ace8b1fe-6ddd-11ea-ba1f-ccda262736ce	How many moles are in 50 g of O?	start physical_unit 8 8 mole mol qc_end physical_unit 8 8 5 6 mass qc_end end
aad3ffcc-6ddd-11ea-b3f1-ccda262736ce	What is the molecular formula of a compound with a mass of 180 grams and an empirical formula of CH2O?	start chemical_formula qc_end physical_unit 7 7 12 13 mass qc_end c_other OTHER qc_end end
a92c195c-6ddd-11ea-b06f-ccda262736ce	If the initial volume of the bubbles in a diver's blood is 15 mL and the initial pressure is 12.75 atm, what is the volume of the bubbles when the diver has surfaced to 1.00 atm pressure?	start physical_unit 5 6 volume ml qc_end physical_unit 5 6 12 13 volume qc_end physical_unit 5 6 19 20 pressure qc_end physical_unit 5 6 34 35 pressure qc_end end
abea60d0-6ddd-11ea-bf6a-ccda262736ce	When burning 180 g glucose in the presence of the 192 g of oxygen, water and carbon dioxide are produced. If 108 g of water is produced, how much carbon dioxide is produced?	start physical_unit 16 17 mass g qc_end physical_unit 4 4 2 3 mass qc_end physical_unit 13 13 10 11 mass qc_end physical_unit 14 14 21 22 mass qc_end end
ac9cf4ba-6ddd-11ea-a898-ccda262736ce	How do you balance HBr + O2 -> Br2 + H2O?	start chemical_equation qc_end chemical_equation 4 10 qc_end end
acb3bf62-6ddd-11ea-82bb-ccda262736ce	A balloon contains 2.58 × 10^24 molecules of methane gas. How many moles of methane are in this balloon?	start physical_unit 8 8 mole mol qc_end end
aca0c4e6-6ddd-11ea-a1c1-ccda262736ce	How many moles of Na2CO3 are there in 10.0 L of 2.0 M solution?	start physical_unit 4 4 mole mol qc_end physical_unit 13 13 8 9 volume qc_end physical_unit 4 4 11 12 molarity qc_end end
a8b703fe-6ddd-11ea-9434-ccda262736ce	What is the concentration of hydrochloric acid solution if 6.68 ml is neutralised by 13.90 ml of 0.0161 M potassium hydroxide solution ?	start physical_unit 5 7 concentration mol/l qc_end physical_unit 5 7 9 10 volume qc_end physical_unit 19 21 14 15 volume qc_end physical_unit 19 21 17 18 concentration qc_end end
a8431c52-6ddd-11ea-9c41-ccda262736ce	A gas occupies a volume of 0.2 L at 25 kPa. What volume will the gas occupy at 2.5 kPa?	start physical_unit 14 15 volume l qc_end physical_unit 14 15 6 7 volume qc_end physical_unit 14 15 9 10 pressure qc_end physical_unit 14 15 18 19 pressure qc_end end
abe2d02f-6ddd-11ea-9663-ccda262736ce	A sample of sulfur having a mass of 1.28 g combines with oxygen to form a compound with a mass of 3.20 g. What is the empirical formula of the compound?	start chemical_formula qc_end physical_unit 1 3 8 9 mass qc_end substance 12 12 qc_end physical_unit 29 30 21 22 mass qc_end end
ac1dd50b-6ddd-11ea-b31d-ccda262736ce	A 100.0 g ice cube at 0.0 °C is placed in 650 g of water at 25 °C . what is the final temperature of the mixture?	start physical_unit 25 26 temperature °c qc_end physical_unit 3 4 6 7 temperature qc_end physical_unit 14 14 16 17 temperature qc_end physical_unit 3 4 1 2 mass qc_end physical_unit 14 14 11 12 mass qc_end end
a9bcc2c6-6ddd-11ea-833a-ccda262736ce	What is the chemical formula for cobalt (II) hydrogen carbonate?	start chemical_formula qc_end substance 6 9 qc_end end
a847160c-6ddd-11ea-b15a-ccda262736ce	A gaseous compound composed of sulfur and oxygen, which is linked to the formation of acid rain, has a density of 3.58 g/L at STP. What Is the molar mass of this gas?	start physical_unit 31 32 molar_mass g/mol qc_end physical_unit 1 2 21 22 density qc_end c_other STP qc_end c_other OTHER qc_end end
ac101375-6ddd-11ea-9287-ccda262736ce	Aluminum oxide is decomposed to extract pure aluminum from the mineral. If 6.7 tons of aluminum oxide is mined, calculate the mass of pure aluminum produced?	start physical_unit 6 7 mass t qc_end physical_unit 0 1 12 13 mass qc_end c_other OTHER qc_end end
ac064d82-6ddd-11ea-a83c-ccda262736ce	At standard temperature and pressure, a given sample of water vapor occupies a volume of 2.80 L. How many moles of water vapor are present?	start physical_unit 9 10 mole mol qc_end c_other OTHER qc_end physical_unit 9 10 15 16 volume qc_end end
abc8c790-6ddd-11ea-ba43-ccda262736ce	A buffer solution is 1.30 M in NH3 and 1.20 M in NH4Cl. If 0.120 moles of NaOH are added to 1.00 L of the buffer, what is its pH? Assume the volume remains constant. Kb of NH3 = 1.8 × 10^(-5).	start physical_unit 1 2 ph none qc_end physical_unit 7 7 4 5 molarity qc_end physical_unit 12 12 9 10 molarity qc_end physical_unit 17 17 14 15 mole qc_end physical_unit 24 25 21 22 volume qc_end c_other OTHER qc_end physical_unit 7 7 39 41 kb qc_end end
ac36109f-6ddd-11ea-8b1b-ccda262736ce	How many Li atoms are in 5.8 moles of Li?	start physical_unit 2 3 number none qc_end physical_unit 2 2 6 7 mole qc_end end
a901338c-6ddd-11ea-bbf5-ccda262736ce	What weight of solute is needed to prepare 350 mL of 0.6 M Na2CO3?	start physical_unit 3 3 mass g qc_end physical_unit 13 13 11 12 molarity qc_end end
a8de024b-6ddd-11ea-870f-ccda262736ce	A gas is placed in a piston whose volume was 19.7 L under a pressure of 0.95 atm.If the volume were reduced to 22.5 L, what resultant pressure would develop?	start physical_unit 1 1 pressure atm qc_end physical_unit 1 1 10 11 volume qc_end physical_unit 1 1 16 17 pressure qc_end physical_unit 1 1 23 24 volume qc_end end
ad2437a8-6ddd-11ea-a7ef-ccda262736ce	What is the balanced equation for heptane (C7H16) burning in oxygen to make carbon dioxide and water?	start chemical_equation qc_end chemical_equation 7 7 qc_end substance 10 10 qc_end substance 13 14 qc_end substance 16 16 qc_end end
a8e3f69b-6ddd-11ea-aeeb-ccda262736ce	If 9.01 g of Be reacts with 70.90 g of Cl2, how much BeCl2 will be produced?	start physical_unit 13 13 mass g qc_end physical_unit 4 4 1 2 mass qc_end physical_unit 10 10 7 8 mass qc_end end
a84bd0d0-6ddd-11ea-9b04-ccda262736ce	What is the [H+] concentration if the pOH is 7.08?	start physical_unit 3 3 concentration mol/l qc_end end
acde559d-6ddd-11ea-9299-ccda262736ce	What is the molarity of 19.00 cm^3 of glacial acetic acid at 25 °C?	start physical_unit 8 10 molarity mol/l qc_end physical_unit 8 10 5 6 volume qc_end physical_unit 8 10 12 13 temperature qc_end end
a9e39dd8-6ddd-11ea-b41b-ccda262736ce	What is the change in volume when 4.8 L sample of N2(g) is heated from 388.0 °C to 700 °C?	start physical_unit 9 11 volume l qc_end physical_unit 9 11 7 8 volume qc_end physical_unit 9 11 15 16 temperature qc_end physical_unit 9 11 18 19 temperature qc_end end
ac9c8314-6ddd-11ea-9baa-ccda262736ce	What is the final temperature of water if 380 grams of water at 36 °C absorb 47880 joules of energy?	start physical_unit 6 6 temperature °c qc_end physical_unit 6 6 13 14 temperature qc_end physical_unit 6 6 8 9 mass qc_end physical_unit 6 6 16 17 heat_energy qc_end end
aa5f1299-6ddd-11ea-99fd-ccda262736ce	A sample of neon is collected at 2.7 atm and 12.0 degrees C. It has a volume of 2.25 L. What would be the volume of this gas at STP?	start physical_unit 26 27 volume l qc_end physical_unit 1 3 7 8 pressure qc_end physical_unit 1 3 10 12 temperature qc_end physical_unit 1 3 18 19 volume qc_end c_other STP qc_end end
ac5933e4-6ddd-11ea-9c87-ccda262736ce	What would be the volume of 6.00 g of helium gas at STP?	start physical_unit 9 10 volume l qc_end physical_unit 9 10 6 7 mass qc_end c_other STP qc_end end
ac63bb79-6ddd-11ea-a1b5-ccda262736ce	What is pH of a solution prepared from a 313 mg mass of barium hydroxide dissolved in a 1 L volume of water?	start physical_unit 5 5 ph none qc_end physical_unit 13 14 9 10 mass qc_end physical_unit 22 22 18 19 volume qc_end end
a8c903fa-6ddd-11ea-a6e5-ccda262736ce	If 1 mmole of NaOH is added into a solution in which there is 8 mmoles of aspartic acid with a net -1 charge and 10 moles of aspartic acid with a ned -2 charge, what would the pH of the solution be?	start physical_unit 40 41 ph none qc_end physical_unit 4 4 1 2 mole qc_end physical_unit 17 18 14 15 mole qc_end physical_unit 17 18 22 22 charge qc_end physical_unit 17 18 25 26 mole qc_end physical_unit 17 18 33 33 charge qc_end end
a8bccf69-6ddd-11ea-ad89-ccda262736ce	What volume is occupied by 0.35 mol of helium gas at SATP?	start physical_unit 8 9 volume l qc_end physical_unit 8 9 5 6 mole qc_end c_other SATP qc_end end
aa9fcbc6-6ddd-11ea-aaa5-ccda262736ce	What is the total mass of 0.75 mol of SO2?	start physical_unit 9 9 mass g qc_end physical_unit 9 9 6 7 mole qc_end end
ad2792a8-6ddd-11ea-b677-ccda262736ce	How would you find the molecular formula for a compound with molar mass 180 g/mol, that is composed of 40% carbon, 6.67% hydrogen, 53.3% oxygen?	start chemical_formula qc_end physical_unit 9 9 13 14 molar_mass qc_end end
accd0a22-6ddd-11ea-8a99-ccda262736ce	What volume will 454 grams (1 lb) of hydrogen occupy at 1.05 atm and 25 °C?	start physical_unit 8 8 volume l qc_end physical_unit 8 8 3 4 mass qc_end physical_unit 8 8 5 6 mass qc_end physical_unit 8 8 11 12 pressure qc_end physical_unit 8 8 14 15 temperature qc_end end
